"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,0.3899545,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,0.171381,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,0.1534348,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,0.1836818,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,0.3309,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,0.6673182,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,0.7497619,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,0.8630909,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,1.0307,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,1.021609,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,0.8904706,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,0.8056667,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.6640909,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,0.8358948,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,0.7145714,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,0.7,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,0.81,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,0.72,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.67,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,0.86,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,0.98,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,0.84,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.78,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,0.78,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,0.75,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,0.67,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,0.7,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.01936667,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.2636917,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.32905,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.04603333,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-0.006533334,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-0.0278,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-0.08916666,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-0.1860667,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-0.2581,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-0.2981,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-0.3125,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,-0.3278,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,-0.3299667,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-0.3296333,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,-0.3288,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-0.3283,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-0.3252333,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,0.0627,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,0.0482,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,0.0272,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,0.0047,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,-0.0104,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,-0.0139,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,-0.0187,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,-0.0277,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,-0.037,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,-0.0536,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,-0.0876,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,-0.1263,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,-0.1461,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,-0.1836,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,-0.2285,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,-0.2492,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,-0.2572,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,-0.2679,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,-0.2945,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,-0.2982,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,-0.3016,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,-0.309,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,-0.3127,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,-0.3158,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,-0.3255,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,-0.3286,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,-0.3293,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,-0.3304,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,-0.3295,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,-0.33,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,-0.3304,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,-0.3291,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,-0.3294,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,-0.3295,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,-0.329,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,-0.3279,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,-0.3285,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,-0.3285,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,-0.3279,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,-0.3285,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,-0.3252,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,-0.322,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,-0.3207,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,-0.319,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.4958333,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.09,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.3175,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.3066667,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,0.49,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,0.6566667,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,0.53,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.2566667,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.08,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-0.1233333,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.1466667,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.2866667,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.27,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.3866667,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.3266667,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.5533333,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.42,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,0.39,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,0.3,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,0.23,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,0.12,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,0.56,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,0.79,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,0.71,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,0.61,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,0.65,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,0.52,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,0.52,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,0.55,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,0.43,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,0.17,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,0.17,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,0.13,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,0.13,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,-0.02,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,-0.15,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,-0.13,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,-0.09,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,0,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,0.19,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,0.25,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,0.25,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,0.26,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,0.35,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,0.22,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,0.34,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.25,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,0.46,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,0.35,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,0.35,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,0.37,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,0.31,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.3,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,0.47,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,0.66,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,0.53,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.48,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,0.45,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,0.33,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,0.28,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,0.29,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.01936667,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.2636917,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.32905,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.04603333,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-0.006533334,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-0.0278,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-0.08916666,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-0.1860667,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-0.2581,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-0.2981,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-0.3125,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,-0.3278,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,-0.3299667,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-0.3296333,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,-0.3288,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-0.3283,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-0.3252333,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,0.0627,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,0.0482,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,0.0272,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,0.0047,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,-0.0104,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,-0.0139,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,-0.0187,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,-0.0277,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,-0.037,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,-0.0536,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,-0.0876,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,-0.1263,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,-0.1461,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,-0.1836,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,-0.2285,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,-0.2492,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,-0.2572,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,-0.2679,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,-0.2945,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,-0.2982,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,-0.3016,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,-0.309,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,-0.3127,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,-0.3158,,
