"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.710833,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.336667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.639167,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,2.54,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,2.756667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,2.773333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,2.773333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2.593333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,2.32,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.933333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,2.5,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.763333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,2.503333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,2.646667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,2.643333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,2.776667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,2.743333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,2.64,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,2.5,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,2.48,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,2.41,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,2.88,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,2.98,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,2.9,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,2.72,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,2.7,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,2.62,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,2.85,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,2.85,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,2.73,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,2.48,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,2.57,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,2.52,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,2.32,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,2.12,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,1.93,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,1.88,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,1.99,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,2.2,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,2.51,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,2.79,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,2.73,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,2.75,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,2.81,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,2.56,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,2.54,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,2.41,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,2.64,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,2.6,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,2.7,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,2.78,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,2.57,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,2.58,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,2.75,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,2.86,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,2.72,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,2.74,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,2.79,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,2.7,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,2.64,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,2.59,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.255833,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.988333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.74,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,2.453333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,2.183333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,2.15,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,2.236667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2.296667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,2.086667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.806667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.763333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,1.783333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,1.74,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.706667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.73,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.83,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,2.03,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,2.7,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,2.36,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,2.3,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,2.25,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,2.15,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,2.15,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,2.14,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,2.14,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,2.17,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,2.15,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,2.22,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,2.34,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,2.3,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,2.28,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,2.31,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,2.26,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,2.01,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,1.99,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,1.93,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,1.76,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,1.73,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,1.75,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,1.76,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,1.78,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,1.78,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,1.78,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,1.79,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,1.77,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,1.73,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,1.72,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,1.7,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,1.7,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,1.72,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,1.7,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,1.72,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,1.77,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,1.79,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,1.77,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,1.93,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,2.06,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,1.96,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,2.07,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,2.02,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,1.96,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","A","Annual","2015","2015","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,2.25,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,1.75,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,2.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,2.28,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,2.25,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,2.25,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,2.04,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,1.77,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,1.75,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,1.75,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,1.52,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,1.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,1.5,,
